url	id	number	state	title	user__login	user__id	body	created_at	updated_at	closed_at	merged_at	labels	base__label	base__ref	base__sha	base__repo__id	base__repo__name	base__repo__url	_sdc_repository
https://api.github.com/repos/paulkarayan/vaas/pulls/2	755853870	2	open	[wip] test singer out = dont merge	paulkarayan	1227327		2021-10-12T06:21:39.000000Z	2021-10-12T06:23:29.000000Z			[]	paulkarayan:main	main	76f3cf5e359623d97ecd8b4c4e8944fdbfa4f753	407689939	vaas	https://api.github.com/repos/paulkarayan/vaas	paulkarayan/vaas
https://api.github.com/repos/paulkarayan/vaas/pulls/1	748371373	1	closed	Text to Image Recommendation API	coltonevansid	26017633		2021-10-03T17:50:52.000000Z	2021-10-05T04:02:26.000000Z	2021-10-05T04:02:24.000000Z	2021-10-05T04:02:24.000000Z	[]	paulkarayan:main	main	e731fe84aa54debdcf6ceddf18b2c1c9036b7862	407689939	vaas	https://api.github.com/repos/paulkarayan/vaas	paulkarayan/vaas
